2024-01-09 10:31:34 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-01-09 10:31:34 0 [Note] InnoDB: Uses event mutexes
2024-01-09 10:31:34 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2024-01-09 10:31:34 0 [Note] InnoDB: Number of pools: 1
2024-01-09 10:31:34 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-01-09 10:31:34 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-01-09 10:31:34 0 [Note] InnoDB: Completed initialization of buffer pool
2024-01-09 10:31:35 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=300288
2024-01-09 10:31:35 0 [Warning] InnoDB: Are you sure you are using the right ib_logfiles to start up the database? Log sequence number in the ib_logfiles is 300288, less than the log sequence number in the first system tablespace file header, 312992.
2024-01-09 10:31:35 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=231] with future log sequence number 303582
2024-01-13 10:51:47 1 [ERROR] InnoDB: Page [page id: space=41, page number=1] log sequence number 636782 is in the future! Current system log sequence number 319659.
2024-01-13 10:51:47 1 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 10:51:47 0 [Note] InnoDB: 10.4.24 started; log sequence number 319650; transaction id 1883
2024-01-13 10:51:47 0 [Note] InnoDB: Loading buffer pool(s) from C:\xampp\mysql\data\ib_buffer_pool
2024-01-13 10:51:47 0 [Note] Plugin 'FEEDBACK' is disabled.
2024-01-13 10:51:47 0 [ERROR] InnoDB: Page [page id: space=0, page number=243] log sequence number 619471 is in the future! Current system log sequence number 319659.
2024-01-13 10:51:47 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 10:51:47 0 [Note] InnoDB: Buffer pool(s) load completed at 240113 10:51:47
2024-01-13 10:51:47 0 [Note] Server socket created on IP: '::'.
2024-01-13 20:11:10 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-01-13 20:11:10 0 [Note] InnoDB: Uses event mutexes
2024-01-13 20:11:10 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2024-01-13 20:11:10 0 [Note] InnoDB: Number of pools: 1
2024-01-13 20:11:10 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-01-13 20:11:10 0 [Note] InnoDB: Initializing buffer pool, total size = 16M, instances = 1, chunk size = 16M
2024-01-13 20:11:10 0 [Note] InnoDB: Completed initialization of buffer pool
2024-01-13 20:11:10 0 [Note] InnoDB: Starting crash recovery from checkpoint LSN=319659
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 587637
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 587637
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 648365
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 648365
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 647399
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 647399
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 646751
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 646751
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=282] with future log sequence number 645613
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=413] with future log sequence number 645613
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=281] with future log sequence number 645569
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=412] with future log sequence number 645569
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=280] with future log sequence number 645525
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=411] with future log sequence number 645525
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=51] with future log sequence number 645253
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=315] with future log sequence number 645253
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 644077
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 644077
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 645481
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=313] with future log sequence number 645481
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 645442
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=312] with future log sequence number 645442
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=47] with future log sequence number 645403
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=311] with future log sequence number 645403
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=46] with future log sequence number 645364
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=309] with future log sequence number 645364
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 646305
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=428] with future log sequence number 646305
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 646261
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=427] with future log sequence number 646261
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=41, page number=3] with future log sequence number 640408
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=41, page number=2] with future log sequence number 638421
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=298] with future log sequence number 646217
2024-01-13 20:11:10 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 646217
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 637931 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 648432 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 645364 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 645364 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=194] log sequence number 505635 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=331] log sequence number 505635 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=209] log sequence number 587549 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=346] log sequence number 587549 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=210] log sequence number 587593 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=347] log sequence number 587593 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=211] log sequence number 587637 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=348] log sequence number 587637 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=212] log sequence number 587681 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Page [page id: space=0, page number=349] log sequence number 587681 is in the future! Current system log sequence number 319677.
2024-01-13 20:11:10 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
